,Unnamed: 0,graph_1,graph_2,miniLM,sbert,tsdae,sbert_100,sbert_1000,sbert_10000,bin_sbert
1321,53365,KochPJ_AutoPoseEstimation,advaitkumar3107_rsinet,0.5454,0.6809,0.6362,0.8289889112992382,1.2174899563801416,1.7880598566311374,2.0
1365,738622,xjgaocs_Grid-Keypoint-Learning,xl2248_sml,0.4147,0.7155,0.6007,0.6539311569770718,0.9139499049295204,1.27735835769325,3.0
1470,43435,harryjo97_EHGNN,hltchkust_cantonese-asr,0.3991,0.4798,0.5181,3.1900967862657748,6.648805306931586,13.857451660966207,1.0
1493,1001289,Wangt-CN_VC-R-CNN,jasonwei20_eda_nlp,0.4079,0.6276,0.5655,1.1827210737640133,1.884514139203335,3.002731260680904,2.0
1572,1103538,GRAAL-Research_deepparse,gmaresta_iW-Net,0.4109,0.5431,0.5824,2.06965948070076,3.810825779231744,7.016803128764028,2.0
1691,556786,nightstorm0909_pevonas,easonnie_semanticRetrievalMRS,0.4588,0.7582,0.5322,0.4815165252761709,0.6350785086733988,0.8376134379759943,3.0
1747,229687,JunhengH_joie-kdd19,zehuichen123_DDOD,0.5247,0.7177,0.6129,0.6439680558566603,0.8972663450698903,1.2501969417164418,3.0
1839,612485,ailon-island_facke,alibaba-miil_solving_imagenet,0.3698,0.6988,0.5461,0.7339237464614202,1.0502629457089587,1.5029521260860887,2.0
1858,575464,Jee-King_TSAN,ElementAI_embedding-propagation,0.4972,0.693,0.604,0.7636148743510843,1.1018973655859805,1.5900394885800586,2.0
1951,1661644,immuno121_als4gan,wondergo2017_tsp-hac,0.5049,0.6716,0.5405,0.8825970289602727,1.3141706804054092,1.9567758791027527,2.0
2010,496653,fe1ixxu_ZeroShot-CrossLing-Parsing,densoitlab_hcformer,0.4404,0.6817,0.5845,0.8245175888670094,1.209502110704136,1.7742439646532728,2.0
2161,1506093,pangsu0613_CLOCs,GeneZC_PWCN,0.3759,0.6496,0.5452,1.0223193671822606,1.5737674987411645,2.422671642150808,2.0
2269,1642686,zjunlp_MKGformer,freelunchtheorem_Conditional_Density_Estimation,0.3879,0.5983,0.5,1.4349615363373305,2.3983980216234837,4.008687985330909,2.0
2383,1104156,GRAAL-Research_deepparse,staretgicclfdark_strategic_rep,0.399,0.5389,0.511,2.128778005803131,3.95022825348512,7.330169332872739,2.0
2385,1149043,Caiyq2019_Deep-generative-LDA,amgao_rls-onlinetrack,0.3649,0.6319,0.544,1.14957894489458,1.819241881460009,2.8790028192119155,2.0
2463,197450,astooke_rlpyt,alibaba-miil_solving_imagenet,0.578,0.786,0.5784,0.389770226017861,0.4958908727962609,0.6309044183158535,3.0
2508,922115,brian-h-wang_pseudolidar-tree-detection,microsoft_MaskFlownet,0.4863,0.6533,0.5335,0.9974647361570224,1.526809637466742,2.337072765141194,2.0
2538,93085,jiaqian_robustness_of_FL,hltchkust_cantonese-asr,0.5152,0.5706,0.499,1.7232610319572397,3.0200859305244303,5.292824974630968,2.0
2673,53292,KochPJ_AutoPoseEstimation,xl2248_sml,0.4217,0.6635,0.6218,0.9318409208091296,1.4044324352812805,2.11670299213456,2.0
2698,1387762,open-mmlab_mmdetection,z-x-yang_CFBI,0.4882,0.7432,0.6761,0.5373261733120668,0.7229900071475602,0.9728067911027454,3.0
2759,1414628,tsun_ssrt,fh2019ustc_doctr,0.4449,0.7017,0.5765,0.7194590306009497,1.0253085800213049,1.4611779678228658,3.0
2914,587869,qiulingxu_FeatureSpaceAttack,wondergo2017_tsp-hac,0.4274,0.651,0.6011,1.0128471541444397,1.5558328020651917,2.3899121383489885,2.0
3001,1200271,cods-gcs_kgpip-public,chentingpc_gfn,0.4405,0.683,0.5884,0.8172977699610212,1.1966292385959314,1.752019383010148,2.0
3084,622367,facebookresearch_textlesslib,muberraozmen_mrmp,0.3235,0.5024,0.4866,2.7271907892599137,5.428325615565115,10.804788247542028,2.0
3112,1200160,cods-gcs_kgpip-public,acnext_optical-flow-for-spiking-camera,0.389,0.6426,0.5349,1.0709508502030178,1.666590180832583,2.593511019036077,2.0
3172,1950199,xguo7_automatic-controllable-product-copywriting-for-e-commerce,jonrusert_suumcuique,0.3621,0.4418,0.5227,4.18520179903215,9.473068807225328,21.44198462477439,1.0
3223,1282892,awslabs_unsupervised-qa,GeneZC_PWCN,0.4635,0.6177,0.5288,1.262608366659041,2.044047865726147,3.309127190749793,2.0
3234,1837548,basveeling_keras_gcnn,anonymous12138_biasmitigation,0.3845,0.6457,0.5913,1.049149410129578,1.6248248569452963,2.516377353175308,2.0
3285,295556,Katexiang_swiftnet,uds-lsv_xrsa-awes,0.5168,0.5965,0.4917,1.452103005009429,2.434372179395522,4.081093343496264,2.0
3404,2011718,Sara-Ahmed_SiT,microsoft_regionclip,0.5521,0.7018,0.585,0.7189646844543263,1.0244580855718528,1.4597578876771913,3.0
3770,564161,zhenxuan00_triple-gan,xguo7_automatic-controllable-product-copywriting-for-e-commerce,0.4154,0.6092,0.5272,1.335423748639084,2.1920941376216088,3.5983160499369804,2.0
3919,1014527,ShengkaiWu_IoU-aware-single-stage-object-detector,AlexImmer_VIND,0.4747,0.7031,0.5668,0.7125648380242912,1.0134615816018933,1.441418833170094,3.0
4007,1151390,wangbo9719_sarl_absa,anonymous-iclr22_trust-region-in-multi-agent-reinforcement-learning,0.5153,0.6811,0.4887,0.8278690461080038,1.2154882485802434,1.784595872236446,2.0
4029,1058335,mingzhangPHD_Adversarial-Imitation-Learning,hltchkust_cantonese-asr,0.4364,0.6375,0.5072,1.1077610197912953,1.7376643447706592,2.7257479917971126,2.0
4115,471645,CAHLR_skill-equivalency,anonymous12138_biasmitigation,0.6049,0.6661,0.5785,0.9157659469857362,1.3748175153666655,2.063980656608116,2.0
4186,470345,CAHLR_skill-equivalency,fe1ixxu_ZeroShot-CrossLing-Parsing,0.4672,0.6258,0.6392,1.1968686415612504,1.912541773028524,3.0561549584987597,2.0
4615,197934,astooke_rlpyt,pangsu0613_CLOCs,0.505,0.8007,0.6025,0.3466882393722106,0.4329814404548653,0.5407536411325907,3.0
4679,263464,locuslab_projected_sinkhorn,omron-sinicx_srsd-benchmark,0.6439,0.709,0.6302,0.6841311934407897,0.9649241092253732,1.3609648931246452,3.0
4827,1658775,insperatum_vhe,jonrusert_suumcuique,0.4271,0.6558,0.524,0.9809934284081884,1.4958728703997992,2.280989433363524,2.0
4851,1670891,facebookresearch_dlrm,microsoft_regionclip,0.4417,0.6902,0.5522,0.7783218239066639,1.1276757807978322,1.6338391492289657,2.0
4921,1790927,anonymous-iclr22_trust-region-in-multi-agent-reinforcement-learning,xulianuwa_mctformer,0.5394,0.7038,0.5525,0.7091391708895758,1.007586204730855,1.431637119538015,3.0
5007,1743359,giarcieri_assessing-the-influence-of-models-on-the-performance-of-reinforcement-learning-algorithms,deepmind_leo,0.5919,0.6501,0.6211,1.0189268901460973,1.5673387019629246,2.410919400035263,2.0
5191,1137609,dongkwonjin_Semantic-Line-MWCS,jd-ai-research-nlp_ror,0.5082,0.6687,0.5373,0.8999463925789114,1.345814853564994,2.0125838994541563,2.0
5211,442990,AlessioMongelluzzo_FISinFIS_Apriori_Python,maxxxzdn_EEGCN,0.431,0.5844,0.5194,1.5728634173240523,2.6914158407324646,4.60543436128074,2.0
5240,230695,JunhengH_joie-kdd19,yaodongyu_projnorm,0.4396,0.6877,0.5866,0.7916638010065833,1.1511760956908292,1.6739509898078078,2.0
5246,1407655,nvlabs_gcvit,moha23_LF-DAAE,0.6886,0.7164,0.6011,0.6498398079398721,0.9070907425179676,1.2661791492433945,3.0
5270,52782,KochPJ_AutoPoseEstimation,langliu95_autodetect,0.5885,0.6444,0.6267,1.05824006856791,1.6422099139787554,2.548432517037175,2.0
5350,661477,megvii-research_Arch-Net,mu-y_lll-tts,0.4049,0.5978,0.5509,1.4397024316446454,2.408334612988701,4.0286627851935455,2.0
5389,1433797,mu-y_lll-tts,yaodongyu_projnorm,0.4005,0.6579,0.4938,0.9673543967980232,1.4703669201976337,2.2349398391816893,2.0
5454,260412,hichamjanati_spatio-temporal-alignements,maygodwithu_TRMD,0.566,0.5923,0.5397,1.492911110159357,2.5205320110743825,4.255498921280402,2.0
5466,234666,xiangni_DREAM,acnext_optical-flow-for-spiking-camera,0.4425,0.6943,0.57,0.7568701392309151,1.0901197453995606,1.570099013970273,2.0
5506,260326,hichamjanati_spatio-temporal-alignements,Wangt-CN_VC-R-CNN,0.4969,0.7433,0.5167,0.536938083266054,0.7223706219104722,0.971842623315582,3.0
5539,1832091,csjliang_dasr,pratikpv_malware_classification,0.5932,0.7594,0.5894,0.4772536612052221,0.6284614975049014,0.8275763728007658,3.0
5680,1495949,skander-karkar_LAP,r-three_t-few,0.5526,0.687,0.6252,0.7954356891232002,1.157839431038137,1.6853557948153377,2.0
5731,1323444,facebookresearch_ppuda,noc-lab_clinical_concept_extraction,0.4765,0.6445,0.5896,1.0575381390975982,1.640866003254613,2.545951905748042,2.0
5802,10105,princeton-nlp_semsup,harryjo97_EHGNN,0.5611,0.5884,0.5419,1.531848603521627,2.6034136701591213,4.424564361249357,2.0
5909,772318,landskape-ai_progressive-pruning,ikuinen_regularized_two-branch_proposal_network,0.5835,0.7021,0.6101,0.7174834074270849,1.0219105646305155,1.4555057180323536,3.0
5935,661443,megvii-research_Arch-Net,NUAAXQ_MLCVNet,0.3145,0.541,0.5437,2.0989951521815744,3.879843164845793,7.1716139830791,2.0
6013,556662,nightstorm0909_pevonas,skander-karkar_LAP,0.5764,0.7522,0.6141,0.503270761957252,0.6690650916740919,0.8894776544457482,3.0
6021,1924823,chentingpc_gfn,lanfeng4659_STR-TDSL,0.4443,0.582,0.6375,1.5980114525415952,2.745724145260473,4.717739081203562,2.0
6109,114596,sz128_few_shot_slot_tagging_and_NER,chz816_tas,0.4968,0.7641,0.5384,0.4608326740078755,0.6031051878129504,0.7893013843907217,3.0
6233,1058336,mingzhangPHD_Adversarial-Imitation-Learning,giarcieri_assessing-the-influence-of-models-on-the-performance-of-reinforcement-learning-algorithms,0.6012,0.7609,0.6347,0.4719655551041858,0.6202727757973266,0.8151830408691374,3.0
6261,823147,edwardzhou130_Panoptic-PolarNet,chentingpc_gfn,0.5248,0.686,0.5874,0.8008517948649195,1.1674224414940515,1.7017819846852067,2.0
6275,1387912,open-mmlab_mmdetection,gramuah_ia,0.512,0.6919,0.6247,0.7693631482915062,1.1119571445172802,1.607106727153173,2.0
6303,922147,brian-h-wang_pseudolidar-tree-detection,nick11roberts_XD,0.3915,0.6771,0.5668,0.8505268849342901,1.256131863733998,1.8551644716201412,2.0
6314,263626,locuslab_projected_sinkhorn,jadexin_cyctea,0.5114,0.6463,0.5587,1.044978766439165,1.6168633242134691,2.5017226121204845,2.0
6450,2016352,sigrun-may_cv-pruner,divamgupta_mtl_girnet,0.5189,0.7163,0.613,0.6502933366972902,0.907850532873503,1.2674166311231367,3.0
6503,496627,fe1ixxu_ZeroShot-CrossLing-Parsing,moha23_LF-DAAE,0.5454,0.683,0.632,0.8172977699610212,1.1966292385959314,1.752019383010148,2.0
6564,771713,landskape-ai_progressive-pruning,shashiongithub_XSum,0.5253,0.7129,0.5862,0.6658727571016121,0.934033885680477,1.3101892070142755,3.0
6716,913691,csnakajima_pu-learning,yixinL7_SimCLS,0.4069,0.6177,0.6236,1.262608366659041,2.044047865726147,3.309127190749793,2.0
6758,1323568,facebookresearch_ppuda,basveeling_keras_gcnn,0.4592,0.7003,0.602,0.7264108293782681,1.037285205452332,1.4812012072716436,3.0
6759,922565,brian-h-wang_pseudolidar-tree-detection,Pealing_DFFT,0.6224,0.6434,0.6528,1.0652837756473326,1.655709940390632,2.573375723330171,2.0
6798,1171745,slaweks17_ES-dRNN,Sara-Ahmed_SiT,0.56,0.6636,0.5385,0.931217871344368,1.403281903773912,2.1146502467961303,2.0
6810,621164,facebookresearch_textlesslib,gmaresta_iW-Net,0.3794,0.4739,0.5459,3.3251176712806667,7.0164964576507,14.805858741613628,1.0
6888,238795,iliiliiliili_tanet-near-far,albanie_collaborative-experts,0.5497,0.7359,0.5963,0.5662666658792653,0.7694886069836462,1.0456428957516593,3.0
6914,1617155,marjanhs_procon20,RaoUmer_SRResCGAN,0.4039,0.5857,0.5032,1.5594116258401367,2.662475031313192,4.545799951021329,2.0
6936,201470,yasumasaonoe_DenoiseET,Caiyq2019_Deep-generative-LDA,0.4845,0.6753,0.5582,0.8609042495448946,1.274847104316444,1.8878233441676944,2.0
6945,563713,zhenxuan00_triple-gan,insperatum_vhe,0.6201,0.6691,0.5971,0.8975349819073527,1.3414063397210472,2.004792018713267,2.0
7327,1479672,fh2019ustc_doctr,yixinL7_SimCLS,0.3963,0.7008,0.6172,0.7239213960951741,1.0329928597248488,1.474019491616508,3.0
7525,692473,martkartasev_btbackchainingrl,hbayerlein_uav_data_harvesting,0.5275,0.7203,0.6202,0.6323577384868768,0.8779088414367302,1.2188099978296962,3.0
7541,1486615,yilihsu_asktoknowmore,liyunyu08_ReMarNet,0.5513,0.5389,0.5403,2.128778005803131,3.95022825348512,7.330169332872739,2.0
7560,1388535,open-mmlab_mmdetection,GeneZC_PWCN,0.5843,0.729,0.6417,0.5947631947355944,0.8158617211736549,1.119151880896646,3.0
7738,1171665,slaweks17_ES-dRNN,UKPLab_irj-neural-april,0.4913,0.7016,0.5545,0.7199536706540852,1.026159735823953,1.4625993954161245,3.0
7904,1486570,yilihsu_asktoknowmore,yaodongyu_projnorm,0.5211,0.5958,0.5653,1.4588249521940455,2.4485145219772497,4.10962491100579,2.0
8068,1486480,yilihsu_asktoknowmore,wala_graph4code,0.3812,0.3864,0.5196,6.368724633419908,16.482206608229575,42.655814203492696,1.0
8105,1103457,GRAAL-Research_deepparse,maygodwithu_TRMD,0.531,0.652,0.6045,1.006131951370686,1.5431471646789665,2.3667901298757155,2.0
8184,230403,JunhengH_joie-kdd19,yilihsu_asktoknowmore,0.4997,0.5226,0.5896,2.3761016442399607,4.546692775047763,8.700139255736248,2.0
8247,470734,CAHLR_skill-equivalency,GRAAL-Research_deepparse,0.5528,0.7229,0.5906,0.6209224247158189,0.8589326666424388,1.1881763267982275,3.0
8399,1676307,google-research_federated,jakezhaojb_ARAE,0.5411,0.6605,0.5871,0.9507126881712398,1.4393833280412414,2.1792328963531284,2.0
8410,1751078,noc-lab_clinical_concept_extraction,omron-sinicx_srsd-benchmark,0.6121,0.6895,0.5831,0.7820373703528279,1.1342093841230283,1.6449737260667558,2.0
8512,1903989,strongwolf_dw,grey891_End2EndLandmarks,0.5514,0.6219,0.608,1.2280909345013906,1.974740206627095,3.175333987179764,2.0
8539,470977,CAHLR_skill-equivalency,nvlabs_gcvit,0.4344,0.6448,0.5524,1.055435004635573,1.636840888082464,2.538524950500099,2.0
8593,1495990,skander-karkar_LAP,hltchkust_cantonese-asr,0.3643,0.4766,0.5107,3.262538740532784,6.845444273044028,14.363080723969844,1.0
8687,1853011,xingyul_cpnet,uds-lsv_xrsa-awes,0.4149,0.6933,0.5904,0.7620537315169665,1.0991688035727198,1.585415842453079,2.0
8720,622260,facebookresearch_textlesslib,moha23_LF-DAAE,0.4191,0.6865,0.6007,0.7981396578676818,1.1626214972580944,1.6935491584240268,2.0
8790,239051,iliiliiliili_tanet-near-far,uds-lsv_xrsa-awes,0.4313,0.6154,0.5618,1.281913964749302,2.0830581162647097,3.384884816809733,2.0
8878,1676552,google-research_federated,paulomann_ReadAndSee,0.275,0.3818,0.5283,6.605269789092073,17.300339940000192,45.31257187008956,1.0
8882,1001016,Wangt-CN_VC-R-CNN,awslabs_unsupervised-qa,0.528,0.654,0.5635,0.9928268466106912,1.5180838633190994,2.3212291488059624,2.0
8888,557443,nightstorm0909_pevonas,albanie_collaborative-experts,0.4474,0.7613,0.591,0.470562938110972,0.6181044766990307,0.8119065765125845,3.0
8909,2016363,sigrun-may_cv-pruner,plai-group_ipa,0.4151,0.6412,0.5671,1.080937455481406,1.6858038918923988,2.62913894555895,2.0
8972,1925575,yahoo_object_relation_transformer,grey891_End2EndLandmarks,0.4418,0.676,0.6133,0.8568550710303667,1.2675370873230276,1.8750548629038872,2.0
9111,693431,martkartasev_btbackchainingrl,helboukkouri_character-bert,0.4327,0.6699,0.5402,0.8927298916152653,1.3326315742876031,1.989299260020306,2.0
9150,391151,willieneis_bayesian-algorithm-execution,chenzeno_FOO-VB,0.5196,0.808,0.5874,0.3265507371535903,0.4041469519227603,0.5001818711915351,3.0
9156,454036,betsyhj_dancer,tushar117_xalign,0.3499,0.3988,0.4535,5.780224581055439,14.494043583388764,36.34414138261976,1.0
9182,575877,Jee-King_TSAN,liyunyu08_ReMarNet,0.6139,0.7556,0.635,0.4908526015365182,0.6496196420546826,0.8597401297706228,3.0
9186,652354,cuge1995_IT-Defense,deepmind_leo,0.4778,0.6413,0.5781,1.0802211894391671,1.6844241220008846,2.6265774551705667,2.0
9311,1954752,mpc001_Visual_Speech_Recognition_for_Multiple_Languages,pratikpv_malware_classification,0.586,0.734,0.6258,0.5740005686574656,0.7820171235115336,1.0654184244026346,3.0
9463,662030,megvii-research_Arch-Net,liuzywen_swinnet,0.481,0.6196,0.6382,1.246876747674272,2.012389844535623,3.2478854818199205,2.0
9524,496483,fe1ixxu_ZeroShot-CrossLing-Parsing,UKPLab_irj-neural-april,0.317,0.6347,0.5714,1.1284833114213306,1.7779790632130623,2.801290472999941,2.0
9536,1642338,zjunlp_MKGformer,acnext_optical-flow-for-spiking-camera,0.4734,0.6627,0.5425,0.9368391997754588,1.4136701369782088,2.13319773197255,2.0
9678,2036910,plai-group_ipa,GeneZC_PWCN,0.4661,0.6232,0.5167,1.217595981756338,1.953780458530709,3.1350777575909965,2.0
9729,557618,nightstorm0909_pevonas,microsoft_regionclip,0.3338,0.6815,0.5326,0.8256333868108462,1.2114943313438684,1.7776879403431671,2.0
9805,470697,CAHLR_skill-equivalency,langliu95_autodetect,0.479,0.6932,0.597,0.7625738006330017,1.1000776119922124,1.5869555856783213,2.0
9904,1396464,NUAAXQ_MLCVNet,shenyangHuang_LAD,0.6387,0.6737,0.61,0.8702247346943427,1.291709566118959,1.917336449634792,2.0
9939,202483,yasumasaonoe_DenoiseET,UKPLab_irj-neural-april,0.3985,0.6857,0.5368,0.8024830097900897,1.1703121041127165,1.7067407089291475,2.0
10155,912898,csnakajima_pu-learning,fh2019ustc_doctr,0.3411,0.551,0.5695,1.9631703117882435,3.562922525931476,6.466284076100682,2.0
10320,738076,xjgaocs_Grid-Keypoint-Learning,Wangt-CN_VC-R-CNN,0.6539,0.7511,0.6666,0.5073400095874492,0.6754626675375439,0.8992979197677325,3.0
10381,476772,zehuichen123_DDOD,maxxxzdn_EEGCN,0.4716,0.6684,0.5685,0.901758843212536,1.3491305254526271,2.0184478238369645,2.0
10485,651927,cuge1995_IT-Defense,jakezhaojb_ARAE,0.5813,0.5702,0.6183,1.7278365240462352,3.0302289092357686,5.314326392907346,2.0
10580,1148314,Caiyq2019_Deep-generative-LDA,POSTECH-CVLab_PyTorch-StudioGAN,0.3438,0.7417,0.6057,0.5431742768179159,0.7323368974220249,0.9873761593933192,3.0
10641,1743301,giarcieri_assessing-the-influence-of-models-on-the-performance-of-reinforcement-learning-algorithms,tushar117_xalign,0.4275,0.5875,0.5425,1.54098044860501,2.6229454444340594,4.464587990526058,2.0
10654,1809678,wondergo2017_tsp-hac,jakezhaojb_ARAE,0.5186,0.7527,0.6293,0.501429496991647,0.6661744346906431,0.885046412502515,3.0
10701,1396522,NUAAXQ_MLCVNet,uds-lsv_xrsa-awes,0.383,0.5622,0.5354,1.8220638912387104,3.2409532039109044,5.764769128265572,2.0
10897,390510,willieneis_bayesian-algorithm-execution,ikuinen_regularized_two-branch_proposal_network,0.4274,0.7022,0.5587,0.7169902348808881,1.0210627098844889,1.454091013791639,3.0
10932,738184,xjgaocs_Grid-Keypoint-Learning,wangbo9719_sarl_absa,0.4829,0.6643,0.481,0.9268672815537342,1.3952540742943462,2.100337308888072,2.0
11034,1772251,ellagale_testing_object_detectors_in_deepCNNs,wondergo2017_tsp-hac,0.5685,0.7488,0.62,0.5159311768822187,0.6890106528875783,0.9201531155015736,3.0
11108,822503,edwardzhou130_Panoptic-PolarNet,nvlabs_gcvit,0.5961,0.7227,0.5851,0.6217959206432853,0.860379023997904,1.1905064674109644,3.0
11169,496422,fe1ixxu_ZeroShot-CrossLing-Parsing,Pealing_DFFT,0.4707,0.7174,0.6183,0.6453191093211306,0.8995248248133965,1.2538678907351497,3.0
11300,1487238,yilihsu_asktoknowmore,plai-group_ipa,0.401,0.5632,0.5304,1.809996531268362,3.213772250121381,5.706271750925747,2.0
11586,1001378,Wangt-CN_VC-R-CNN,toshas_sttp,0.4691,0.6111,0.5508,1.3187940064066694,2.1580657934980683,3.5314445974440654,2.0
11648,1505476,pangsu0613_CLOCs,basveeling_keras_gcnn,0.3798,0.7614,0.5922,0.4702127780902338,0.6175634070005698,0.8110893183616624,3.0
11659,538312,facebookresearch_3D-Vision-and-Touch,amgao_rls-onlinetrack,0.4976,0.6183,0.5879,1.2576194843138349,2.0339956078179444,3.2896581074202564,2.0
12147,1669057,ikuinen_regularized_two-branch_proposal_network,arnab39_FewShot_GAN-Unet3D,0.5583,0.745,0.5795,0.5303744166525428,0.7119119686611314,0.9555865351156124,3.0
12165,1693604,microsoft_MaskFlownet,deepmind_leo,0.5032,0.6843,0.5742,0.8101345475814102,1.1838879841902823,1.7300715829172622,2.0
12196,1170869,slaweks17_ES-dRNN,tsun_ssrt,0.6055,0.7447,0.6119,0.5315280779764255,0.7137479226217612,0.9584368505730646,3.0
12221,1642668,zjunlp_MKGformer,albanie_collaborative-experts,0.4716,0.7086,0.6239,0.6860277028560716,0.9681452199492968,1.3662788878765126,3.0
12371,52725,KochPJ_AutoPoseEstimation,weitianxin_MACR,0.4342,0.5973,0.5463,1.4444591577996864,2.418314344215112,4.048743251657646,2.0
12395,32881,kakaobrain_helo_word,naver_fire,0.4124,0.7748,0.6006,0.4250274113560375,0.5485640311771264,0.7080072679105915,3.0
12678,238868,iliiliiliili_tanet-near-far,omron-sinicx_srsd-benchmark,0.4975,0.5289,0.5793,2.276995809394901,4.305153733021179,8.13982554929321,2.0
12810,1639388,xl2248_sml,facebookresearch_dlrm,0.3807,0.6592,0.5294,0.9589999784300066,1.454793656598918,2.2069078528503,2.0
12962,739319,xjgaocs_Grid-Keypoint-Learning,arnab39_FewShot_GAN-Unet3D,0.6251,0.7905,0.6308,0.3762094581130213,0.4759132929955995,0.602040851354332,3.0
12983,1642097,zjunlp_MKGformer,microsoft_MaskFlownet,0.526,0.7269,0.548,0.6036643765152885,0.8304641305754416,1.1424736973111045,3.0
13069,1103479,GRAAL-Research_deepparse,wangbo9719_sarl_absa,0.501,0.584,0.5218,1.5770263421664188,2.700387572202772,4.623951322265022,2.0
13098,1907644,helboukkouri_character-bert,moha23_LF-DAAE,0.4205,0.6746,0.5565,0.8649707592191915,1.2821979828330738,1.9006788953944176,2.0
13174,1767642,SkafteNicki_john,pratikpv_malware_classification,0.4765,0.7262,0.5542,0.6066556301950153,0.8353836824497597,1.150349328628146,3.0
13257,1167705,naver_fire,UKPLab_irj-neural-april,0.4164,0.6441,0.6085,1.0603485155303771,1.6462482774885532,2.5558892679530403,2.0
13502,1311716,neuroethology_TREBA,lanfeng4659_STR-TDSL,0.3655,0.7322,0.577,0.5814060574855311,0.7940536157955901,1.0844763941485798,3.0
13509,12336,gykovacs_maweight,betsyhj_dancer,0.4615,0.4307,0.5631,4.540874286496488,10.54300972021474,24.47877808269036,1.0
13524,1662757,toshas_sttp,Lilac-Lee_PointNetLK_Revisited,0.6231,0.6704,0.5809,0.8897386668092389,1.3271758156462392,1.979677529305249,2.0
13730,1148656,Caiyq2019_Deep-generative-LDA,hltchkust_cantonese-asr,0.4344,0.5504,0.4981,1.971049306777296,3.5811215602785165,6.50639818364556,2.0
13962,607241,megvii-research_crestereo,ailon-island_facke,0.4597,0.644,0.5973,1.061052218466165,1.647596612525101,2.558379833113511,2.0
14041,1907407,helboukkouri_character-bert,mpc001_Visual_Speech_Recognition_for_Multiple_Languages,0.562,0.7261,0.5998,0.6070839460270121,0.8360886186847709,1.1514786099501044,3.0
14155,197536,astooke_rlpyt,ShengkaiWu_IoU-aware-single-stage-object-detector,0.5089,0.6912,0.5659,0.7730409420568961,1.1184041407073149,1.6180615461622032,2.0
14286,1420050,POSTECH-CVLab_PyTorch-StudioGAN,divamgupta_mtl_girnet,0.5124,0.7807,0.5731,0.4061810931516021,0.5202780749988499,0.6664250992684129,3.0
14348,575697,Jee-King_TSAN,xl2248_sml,0.5659,0.6884,0.5957,0.7879077882741524,1.144549372856119,1.6626225637073198,2.0
14488,485333,joey1993_bert-defender,chz816_tas,0.425,0.7742,0.6012,0.4269789326927974,0.5515098588127066,0.7123609646250407,3.0
14489,1323104,facebookresearch_ppuda,mu-y_lll-tts,0.52,0.6839,0.5759,0.8123326191329342,1.1877944423642846,1.7367954998746669,2.0
14553,1487008,yilihsu_asktoknowmore,UKPLab_irj-neural-april,0.461,0.6091,0.4695,1.3363047604402192,2.193900443999703,3.6018723428003665,2.0
